window,character_id,class,confidence,x1,y1,x2,y2
window_001.png,0,person,0.8379963040351868,170.52529907226562,862.911376953125,321.71234130859375,1154.7099609375
window_002.png,0,person,0.9305771589279175,0.0,1041.903076171875,688.2507934570312,2321.263671875
window_003.png,0,person,0.8902233242988586,83.48468017578125,624.140869140625,309.54339599609375,885.728759765625
window_003.png,1,person,0.6854274272918701,290.0787658691406,425.287841796875,686.721435546875,962.4640502929688
window_005.png,0,person,0.9387924671173096,0.39153099060058594,703.1312866210938,677.9652099609375,1843.7484130859375
window_006.png,0,person,0.7447171807289124,111.60607147216797,1531.517333984375,690.0,2919.802978515625
window_008.png,0,person,0.8202656507492065,244.91725158691406,2528.038818359375,431.05767822265625,2745.7802734375
window_009.png,0,person,0.8598148226737976,240.26028442382812,28.318761825561523,430.6501770019531,248.3210906982422
window_009.png,1,person,0.6023592352867126,53.11601638793945,976.1212158203125,514.4362182617188,1851.837646484375
window_010.png,0,person,0.6770371794700623,118.20718383789062,477.961669921875,646.4754638671875,1394.4356689453125
window_011.png,0,person,0.9150200486183167,2.500882625579834,841.5870361328125,286.10107421875,1223.928955078125
window_011.png,1,person,0.8697924613952637,430.55047607421875,886.2575073242188,656.126220703125,1223.801513671875
window_011.png,2,person,0.6279497742652893,8.454608917236328,2031.4423828125,621.9437866210938,2709.283935546875
window_013.png,0,person,0.5859116911888123,286.99786376953125,2803.3046875,592.1254272460938,2999.201171875
window_014.png,0,person,0.9446265697479248,2.119159698486328,304.3646240234375,610.8954467773438,1213.102294921875
window_015.png,0,person,0.8236657381057739,269.139404296875,609.3397827148438,474.22686767578125,1182.538818359375
window_015.png,1,person,0.6421774625778198,0.0,1011.3790283203125,690.0,2590.86572265625
window_017.png,0,person,0.9013045430183411,87.74760437011719,2687.302734375,381.5549011230469,2999.060302734375
window_017.png,1,person,0.7857637405395508,146.3722381591797,486.830078125,670.0037841796875,1158.175048828125
window_018.png,0,person,0.9499846696853638,0.311279296875,2355.8896484375,689.8303833007812,2998.9931640625
window_018.png,1,person,0.7795218825340271,89.08441162109375,186.68673706054688,381.6956787109375,615.9176025390625
window_019.png,0,person,0.9513766169548035,0.0,0.5892276763916016,688.4085693359375,1045.1856689453125
window_021.png,0,person,0.3894006907939911,0.8794784545898438,782.0784912109375,687.9185180664062,1464.728271484375
window_022.png,0,person,0.8988109230995178,1.3679265975952148,719.5572509765625,311.40081787109375,1143.3536376953125
window_022.png,1,person,0.8423185348510742,279.6218566894531,2040.71728515625,686.5795288085938,2982.5517578125
window_022.png,2,person,0.7435181140899658,3.254377841949463,2174.470458984375,425.6701354980469,2999.609375
window_023.png,0,person,0.5708784461021423,2.005523443222046,0.0,556.1422729492188,573.7075805664062
window_024.png,0,person,0.8942374587059021,18.48435401916504,967.5403442382812,678.0707397460938,2061.301513671875
window_025.png,0,person,0.8984127044677734,127.00788879394531,2376.841796875,682.6243286132812,2998.74853515625
window_025.png,1,person,0.5552671551704407,66.94868469238281,341.9237060546875,467.8611145019531,1298.6346435546875
window_026.png,0,person,0.8822240233421326,481.5606384277344,2212.920166015625,687.69580078125,2738.709228515625
window_026.png,1,person,0.8194504976272583,128.92291259765625,0.0,689.414306640625,917.7562255859375
window_026.png,2,person,0.6766985058784485,347.2514343261719,2282.230712890625,547.4473876953125,2635.70654296875
window_027.png,0,person,0.3952890634536743,537.9417114257812,0.14913082122802734,687.8362426757812,234.81491088867188
window_028.png,0,person,0.7290166020393372,0.0,1427.4180908203125,668.467041015625,2381.838134765625
window_030.png,0,person,0.9244116544723511,151.19253540039062,2238.072998046875,390.35601806640625,2784.686767578125
window_030.png,1,person,0.7688629031181335,350.8498229980469,2322.942626953125,549.3424072265625,2755.38330078125
window_030.png,2,person,0.36539238691329956,244.26927185058594,911.7909545898438,305.8978576660156,1033.4171142578125
window_031.png,0,person,0.5346035957336426,141.15792846679688,0.6051242351531982,371.1450500488281,286.05548095703125
window_031.png,1,person,0.4120422303676605,0.0,842.1709594726562,689.2590942382812,2311.10302734375
window_032.png,0,person,0.5385065674781799,37.847328186035156,983.5072021484375,449.4879455566406,1926.179931640625
window_032.png,1,person,0.2549824118614197,289.1153869628906,1158.4639892578125,579.775146484375,1839.0360107421875
window_033.png,0,person,0.7180408835411072,171.04869079589844,1698.4044189453125,689.3206176757812,2996.785400390625
window_034.png,0,person,0.779489278793335,310.7882080078125,2898.36328125,393.7481384277344,2999.432861328125
window_034.png,1,person,0.375412255525589,114.21927642822266,1.1220932006835938,690.0,726.308837890625
window_035.png,0,person,0.873340904712677,305.3043212890625,395.1226501464844,411.84503173828125,765.0139770507812
window_036.png,0,person,0.9273215532302856,19.722890853881836,1251.8978271484375,686.4559326171875,1916.680419921875
window_036.png,1,person,0.2566576600074768,232.8546142578125,317.2994384765625,333.056640625,484.7564697265625
window_037.png,0,person,0.905716061592102,44.54612731933594,371.76788330078125,688.2919921875,945.1197509765625
window_038.png,0,person,0.7598260045051575,0.0,1243.449462890625,687.5443115234375,2988.287353515625
window_038.png,1,person,0.6274624466896057,121.50971221923828,1288.322021484375,688.0652465820312,2750.9130859375
window_039.png,0,person,0.4261425733566284,360.9831237792969,2050.23681640625,440.5866394042969,2140.166748046875
window_039.png,1,person,0.25944143533706665,24.273061752319336,1.3192176818847656,688.9998168945312,1339.940185546875
window_040.png,0,person,0.2811887264251709,0.0,866.6556396484375,687.9223022460938,2457.0078125
window_042.png,0,person,0.3643941879272461,1.4422416687011719,1981.7999267578125,689.3018188476562,2730.902587890625
window_043.png,0,person,0.818334698677063,0.08992552757263184,2270.145751953125,578.2697143554688,2999.166259765625
window_043.png,1,person,0.6636234521865845,259.44927978515625,876.9251098632812,684.6295166015625,1336.73095703125
window_043.png,2,person,0.5269102454185486,42.107784271240234,1025.6282958984375,256.3970642089844,1339.0897216796875
window_043.png,3,person,0.385471910238266,1.1723376512527466,925.4268798828125,68.15689849853516,1056.86767578125
window_043.png,4,person,0.3536244332790375,122.68766784667969,1045.14501953125,379.9382019042969,1344.3092041015625
window_044.png,0,person,0.7220078706741333,192.8079071044922,2837.683837890625,246.02285766601562,2997.609375
