image,panel_id,confidence,x1,y1,x2,y2
window_001.png,1,0.9700040817260742,18.537639617919922,1466.265869140625,667.9938354492188,2483.352294921875
window_002.png,1,0.64957594871521,0.0,2751.3583984375,690.0,3000.0
window_003.png,1,0.9447532892227173,0.0,247.80557250976562,686.5842895507812,977.1101684570312
window_003.png,2,0.5610698461532593,0.0,1303.241943359375,690.0,2953.62353515625
window_004.png,1,0.9578222036361694,0.0,2501.83056640625,684.1072387695312,2999.808837890625
window_005.png,1,0.9359630346298218,0.0,2087.888427734375,686.5487060546875,2678.21630859375
window_008.png,1,0.36191126704216003,0.0,1597.677001953125,690.0,2804.15478515625
window_009.png,1,0.6373269557952881,0.0,707.8028564453125,679.8057250976562,2999.859130859375
window_009.png,2,0.4504106342792511,0.0,0.28459131717681885,689.4540405273438,300.1342468261719
window_010.png,1,0.8338533639907837,0.0,1386.686279296875,690.0,3000.0
window_010.png,2,0.6250927448272705,18.817520141601562,26.753997802734375,687.0390014648438,2862.526611328125
window_010.png,3,0.30248793959617615,53.987430572509766,0.0,662.692138671875,1900.3887939453125
window_011.png,1,0.9460129141807556,0.0,0.0,687.0435791015625,1442.543212890625
window_011.png,2,0.8775208592414856,0.0,2008.9874267578125,686.5855712890625,2722.093994140625
window_012.png,1,0.9529627561569214,80.88005828857422,1505.3175048828125,605.1170043945312,2295.435791015625
window_012.png,2,0.8148698806762695,0.0,2765.264404296875,684.8162841796875,3000.0
window_012.png,3,0.5272388458251953,0.0,0.08865594863891602,690.0,223.2673797607422
window_013.png,1,0.8668134808540344,10.171222686767578,295.8592224121094,690.0,2989.39306640625
window_013.png,2,0.5140308737754822,0.0,257.5052185058594,684.0226440429688,1801.3729248046875
window_014.png,1,0.6161379218101501,13.290023803710938,296.1130065917969,682.8153076171875,3000.0
window_015.png,1,0.7822723388671875,0.0,350.4300842285156,690.0,2984.99560546875
window_016.png,1,0.7127840518951416,43.89638900756836,1024.247314453125,579.0947875976562,2995.84619140625
window_017.png,1,0.9470958709716797,0.0,5.340385437011719,685.8472900390625,1188.8814697265625
window_019.png,1,0.7453749179840088,0.0,30.605792999267578,690.0,2973.443603515625
window_020.png,1,0.7757059931755066,0.0,51.98993682861328,686.2120971679688,2990.93359375
window_021.png,1,0.873470664024353,0.0,0.0,690.0,1486.222900390625
window_021.png,2,0.6499058604240417,0.0,1172.1417236328125,690.0,2994.400390625
window_022.png,1,0.7160028219223022,0.0,1526.6552734375,688.1599731445312,3000.0
window_023.png,1,0.9445206522941589,0.0,1897.0904541015625,686.3709716796875,2620.989990234375
window_023.png,2,0.25876542925834656,21.94597625732422,0.0,684.1522827148438,2619.9140625
window_024.png,1,0.6833931803703308,0.0,2065.2470703125,678.364990234375,3000.0
window_024.png,2,0.6785541772842407,0.0,575.9666748046875,690.0,2125.904296875
window_025.png,1,0.8514184355735779,0.0,142.6483154296875,690.0,2980.662841796875
window_028.png,1,0.3531510829925537,0.0,151.54122924804688,686.1155395507812,2815.173583984375
window_029.png,1,0.30898067355155945,0.0,236.46640014648438,690.0,2998.923095703125
window_029.png,2,0.30507922172546387,0.0,8.21828842163086,663.9171142578125,1145.4444580078125
window_030.png,1,0.9403831362724304,0.0,1740.4771728515625,689.5794067382812,3000.0
window_030.png,2,0.4132242202758789,6.885981559753418,0.22237300872802734,688.3577880859375,364.3962097167969
window_031.png,1,0.8491466641426086,0.0,737.6563110351562,690.0,2982.659912109375
window_032.png,1,0.39810121059417725,0.0,45.845890045166016,690.0,2983.49462890625
window_033.png,1,0.7175433039665222,3.5656213760375977,30.870437622070312,690.0,2975.876953125
window_033.png,2,0.2800281345844269,0.0,834.5603637695312,690.0,3000.0
window_034.png,1,0.9583947658538818,0.0,0.0,686.5086059570312,733.7313232421875
window_034.png,2,0.8989522457122803,1.042485237121582,696.2055053710938,690.0,2999.6923828125
window_035.png,1,0.959595263004303,0.0,3.000926971435547,685.4962768554688,956.845947265625
window_035.png,2,0.5557122230529785,24.356388092041016,42.559146881103516,690.0,2977.447509765625
window_035.png,3,0.4628669321537018,0.0,2382.366943359375,690.0,3000.0
window_036.png,1,0.9613337516784668,0.0,1245.9305419921875,688.0391845703125,1926.8614501953125
window_036.png,2,0.9459885954856873,0.0,0.0,688.2515258789062,546.0519409179688
window_036.png,3,0.9171921014785767,0.0,532.7243041992188,685.8353881835938,1243.8486328125
window_036.png,4,0.8792586922645569,0.0,1904.5074462890625,689.307861328125,3000.0
window_037.png,1,0.9617380499839783,0.0,368.8535461425781,684.9620361328125,951.0977172851562
window_037.png,2,0.4003092646598816,0.0,0.953972339630127,690.0,364.5362854003906
window_038.png,1,0.8318676948547363,0.0,55.90381622314453,690.0,2969.49560546875
window_038.png,2,0.3077656924724579,0.0,32.14144515991211,690.0,2078.69873046875
window_039.png,1,0.7589794397354126,0.0,0.0,690.0,2717.87353515625
window_040.png,1,0.8237501978874207,12.134456634521484,64.3667221069336,690.0,2972.0478515625
window_040.png,2,0.3356131613254547,0.0,2.458477020263672,690.0,2086.4140625
window_041.png,1,0.6426395773887634,0.0,0.0,690.0,2368.880126953125
window_041.png,2,0.4789528250694275,0.0,312.9066467285156,690.0,2998.260986328125
window_041.png,3,0.3204457759857178,0.0,0.19941329956054688,690.0,1662.5570068359375
window_041.png,4,0.31582334637641907,0.0,1091.4029541015625,690.0,3000.0
window_042.png,1,0.8025161027908325,0.0,0.0,690.0,2720.1083984375
window_042.png,2,0.3958258032798767,8.220577239990234,0.0,690.0,1679.654052734375
window_043.png,1,0.953055739402771,0.0,0.32944679260253906,687.9970092773438,1349.6358642578125
window_043.png,2,0.8435975909233093,1.6323566436767578,1349.3070068359375,690.0,3000.0
window_044.png,1,0.8684490323066711,0.0,0.026607513427734375,690.0,891.0762939453125
window_044.png,2,0.8141325116157532,0.0,1076.962158203125,690.0,3000.0
window_045.png,1,0.9564173221588135,0.0,0.0,684.6083984375,819.747314453125
window_045.png,2,0.4520781338214874,13.364624977111816,932.6159057617188,624.0423583984375,3000.0
window_048.png,1,0.5947986245155334,0.0,762.160400390625,690.0,2106.187255859375
window_049.png,1,0.9103623032569885,4.175806045532227,1809.042236328125,651.501708984375,2527.571533203125
window_049.png,2,0.4643618166446686,0.0,0.0,690.0,1391.715087890625
window_050.png,1,0.836392879486084,0.0,341.4433288574219,690.0,2980.687255859375
window_051.png,1,0.4733509421348572,0.0,0.0,690.0,2842.826171875
window_052.png,1,0.9316152334213257,0.0,0.0,683.5484619140625,365.13580322265625
window_052.png,2,0.926893949508667,0.0,793.8206787109375,686.0330810546875,2286.2255859375
window_052.png,3,0.7986817359924316,0.0,2519.8837890625,690.0,2999.5341796875
window_053.png,1,0.9787807464599609,0.0,45.6822395324707,689.385498046875,1024.5787353515625
window_053.png,2,0.6806123852729797,0.0,1433.56982421875,686.8905639648438,3000.0
window_054.png,1,0.8949795961380005,0.0,1597.2603759765625,690.0,3000.0
window_054.png,2,0.255728542804718,6.1936140060424805,104.48369598388672,690.0,2987.3759765625
window_055.png,1,0.33742883801460266,0.0,46.001243591308594,684.0428466796875,2989.35693359375
window_056.png,1,0.93819659948349,0.0,1533.4029541015625,686.5219116210938,3000.0
window_056.png,2,0.9023193717002869,0.0,17.64535903930664,690.0,1576.2930908203125
window_057.png,1,0.9713788032531738,0.0,2356.41748046875,690.0,2999.1416015625
window_057.png,2,0.8458853960037231,0.0,0.0,690.0,2312.61279296875
window_059.png,1,0.5946831703186035,0.0,40.05146026611328,688.4071655273438,2983.87109375
window_062.png,1,0.9302514791488647,0.0,545.4166259765625,687.7568359375,1709.2601318359375
window_062.png,2,0.5699533224105835,0.0,2081.747314453125,690.0,2996.799072265625
window_064.png,1,0.8296329379081726,0.0,402.8855285644531,690.0,2983.347900390625
window_065.png,1,0.8414711356163025,13.267207145690918,60.8159065246582,690.0,2970.638671875
window_065.png,2,0.528509259223938,0.0,0.0,690.0,2081.4580078125
window_065.png,3,0.2698671817779541,0.0,880.7733764648438,690.0,3000.0
window_066.png,1,0.8516595363616943,0.0,51.14421844482422,690.0,2967.595458984375
window_066.png,2,0.3642714321613312,0.0,4.30455207824707,690.0,2096.68701171875
window_067.png,1,0.951478898525238,0.0,2114.579833984375,685.6629638671875,2659.793701171875
window_067.png,2,0.8358510136604309,1.9426167011260986,841.8219604492188,558.2161865234375,2129.777587890625
window_067.png,3,0.7890945672988892,11.587482452392578,0.0,601.3633422851562,2163.614501953125
window_067.png,4,0.7514373660087585,0.0,2645.753173828125,679.2450561523438,2999.269287109375
window_068.png,1,0.8463881611824036,0.0,572.9169921875,690.0,2548.054931640625
window_069.png,1,0.9244027137756348,0.0,2077.320556640625,689.7467651367188,3000.0
window_069.png,2,0.4246905446052551,0.07953643798828125,429.51507568359375,679.3923950195312,2971.7021484375
window_070.png,1,0.557259738445282,4.256200790405273,924.9721069335938,688.4324340820312,2429.90673828125
window_071.png,1,0.933312177658081,57.00509262084961,318.204833984375,634.412841796875,1292.3668212890625
